,acousticness,analysis_url,artist,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,track_name,type,uri,valence,0
0,0.987,https://api.spotify.com/v1/audio-analysis/006Ndmw2hHxvnLbJsBFnPx,Dean Martin,0.518,216373.0,0.06,006Ndmw2hHxvnLbJsBFnPx,7.87e-06,10.0,0.161,-14.887,1.0,0.0441,127.87,4.0,https://api.spotify.com/v1/tracks/006Ndmw2hHxvnLbJsBFnPx,Volare (Nel Blu Dipinto Di Blu),audio_features,spotify:track:006Ndmw2hHxvnLbJsBFnPx,0.336,
0,0.749,https://api.spotify.com/v1/audio-analysis/2oPz7fWUmfeNG00NVf5uNa,Jimmie Rodgers,0.7,148533.0,0.195,2oPz7fWUmfeNG00NVf5uNa,0.0,1.0,0.0472,-16.657,1.0,0.0322,101.858,4.0,https://api.spotify.com/v1/tracks/2oPz7fWUmfeNG00NVf5uNa,Are You Really Mine,audio_features,spotify:track:2oPz7fWUmfeNG00NVf5uNa,0.58,
0,0.414,https://api.spotify.com/v1/audio-analysis/6b8hjwuGl1H9o5ZbrHJcpJ,Elvis Presley With The Jordanaires,0.494,227200.0,0.331,6b8hjwuGl1H9o5ZbrHJcpJ,5.24e-05,0.0,0.0849,-11.276,1.0,0.0346,140.731,4.0,https://api.spotify.com/v1/tracks/6b8hjwuGl1H9o5ZbrHJcpJ,Hard Headed Woman,audio_features,spotify:track:6b8hjwuGl1H9o5ZbrHJcpJ,0.419,
0,0.734,https://api.spotify.com/v1/audio-analysis/3nUrhP3KuK4R1qdxRk2Kgo,Connie Francis,0.609,133747.0,0.794,3nUrhP3KuK4R1qdxRk2Kgo,6.18e-05,3.0,0.0479,-4.739,1.0,0.0389,136.036,4.0,https://api.spotify.com/v1/tracks/3nUrhP3KuK4R1qdxRk2Kgo,Stupid Cupid,audio_features,spotify:track:3nUrhP3KuK4R1qdxRk2Kgo,0.968,
0,0.832,https://api.spotify.com/v1/audio-analysis/1nhJcUXlLFsjXdmxeEfv5b,Robin Luke,0.316,139040.0,0.358,1nhJcUXlLFsjXdmxeEfv5b,0.0,10.0,0.234,-11.406,1.0,0.0478,209.482,4.0,https://api.spotify.com/v1/tracks/1nhJcUXlLFsjXdmxeEfv5b,Susie Darlin',audio_features,spotify:track:1nhJcUXlLFsjXdmxeEfv5b,0.59,
0,0.116,https://api.spotify.com/v1/audio-analysis/3oAWTk92mZBxKBOKf8mR5v,Eddie Cochran,0.714,119360.0,0.886,3oAWTk92mZBxKBOKf8mR5v,0.184,11.0,0.18,-8.629,0.0,0.0554,156.351,4.0,https://api.spotify.com/v1/tracks/3oAWTk92mZBxKBOKf8mR5v,Summertime Blues,audio_features,spotify:track:3oAWTk92mZBxKBOKf8mR5v,0.954,
0,0.991,https://api.spotify.com/v1/audio-analysis/7CNTn497kKNGqxT1DVpT3m,Bobby Day,0.41,243149.0,0.0762,7CNTn497kKNGqxT1DVpT3m,0.845,2.0,0.104,-24.979,0.0,0.0454,132.532,4.0,https://api.spotify.com/v1/tracks/7CNTn497kKNGqxT1DVpT3m,Rock-in Robin,audio_features,spotify:track:7CNTn497kKNGqxT1DVpT3m,0.0533,
0,0.908,https://api.spotify.com/v1/audio-analysis/07ePHsQ0SopWrnCbNjNC2D,Little Anthony And The Imperials,0.432,140533.0,0.202,07ePHsQ0SopWrnCbNjNC2D,0.0,0.0,0.181,-14.518,1.0,0.0283,100.082,3.0,https://api.spotify.com/v1/tracks/07ePHsQ0SopWrnCbNjNC2D,Tears On My Pillow,audio_features,spotify:track:07ePHsQ0SopWrnCbNjNC2D,0.641,
0,0.883,https://api.spotify.com/v1/audio-analysis/0lLMgROgXxjjwtg0VDo4oJ,The Danleers,0.421,133178.0,0.356,0lLMgROgXxjjwtg0VDo4oJ,0.0,9.0,0.288,-6.889,1.0,0.0286,98.393,3.0,https://api.spotify.com/v1/tracks/0lLMgROgXxjjwtg0VDo4oJ,One Summer Night,audio_features,spotify:track:0lLMgROgXxjjwtg0VDo4oJ,0.514,
0,0.48,https://api.spotify.com/v1/audio-analysis/2ZwePkPRoiJbEG3XjlbVZO,Buddy Knox with the Rhythm Orchids,0.629,178520.0,0.677,2ZwePkPRoiJbEG3XjlbVZO,0.000524,8.0,0.25,-7.459,1.0,0.0379,127.216,4.0,https://api.spotify.com/v1/tracks/2ZwePkPRoiJbEG3XjlbVZO,Somebody Touched Me,audio_features,spotify:track:2ZwePkPRoiJbEG3XjlbVZO,0.701,
0,0.139,https://api.spotify.com/v1/audio-analysis/3WjcRyEw6Kse8NJsInjB3l,The Rinky-Dinks,0.0,87874.0,0.955,3WjcRyEw6Kse8NJsInjB3l,0.997,0.0,0.425,-20.356,1.0,0.0,0.0,0.0,https://api.spotify.com/v1/tracks/3WjcRyEw6Kse8NJsInjB3l,Early In The Morning,audio_features,spotify:track:3WjcRyEw6Kse8NJsInjB3l,0.0,
0,0.841,https://api.spotify.com/v1/audio-analysis/07GtDOCxmye5KDWsTSACPk,Big Bopper,0.489,145267.0,0.806,07GtDOCxmye5KDWsTSACPk,2.96e-05,3.0,0.0687,-6.054,1.0,0.0858,172.269,4.0,https://api.spotify.com/v1/tracks/07GtDOCxmye5KDWsTSACPk,Chantilly Lace,audio_features,spotify:track:07GtDOCxmye5KDWsTSACPk,0.944,
0,0.76,https://api.spotify.com/v1/audio-analysis/0lgktkQ3wjpnyxzrHgdSr1,The Crickets,0.315,182948.0,0.715,0lgktkQ3wjpnyxzrHgdSr1,0.125,0.0,0.298,-4.09,1.0,0.058,189.988,3.0,https://api.spotify.com/v1/tracks/0lgktkQ3wjpnyxzrHgdSr1,Think It Over,audio_features,spotify:track:0lgktkQ3wjpnyxzrHgdSr1,0.281,
0,,,Patti Page,,,,,,,,,,,,,,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),,,,
0,0.854,https://api.spotify.com/v1/audio-analysis/76eNJQoJmN4mfsUW0q8HPv,Johnny Mathis,0.233,168293.0,0.337,76eNJQoJmN4mfsUW0q8HPv,1.53e-06,5.0,0.274,-10.031,1.0,0.0307,73.576,4.0,https://api.spotify.com/v1/tracks/76eNJQoJmN4mfsUW0q8HPv,A Certain Smile,audio_features,spotify:track:76eNJQoJmN4mfsUW0q8HPv,0.218,
0,0.705,https://api.spotify.com/v1/audio-analysis/7demHL0GXA6YmTNqw3Btz8,The Coasters,0.715,113040.0,0.669,7demHL0GXA6YmTNqw3Btz8,0.000732,7.0,0.044,-9.491,1.0,0.128,120.789,4.0,https://api.spotify.com/v1/tracks/7demHL0GXA6YmTNqw3Btz8,Yakety Yak,audio_features,spotify:track:7demHL0GXA6YmTNqw3Btz8,0.976,
0,0.232,https://api.spotify.com/v1/audio-analysis/6bc8VmlNt5S9WJlyw8bBdd,Perry Como,0.742,232694.0,0.749,6bc8VmlNt5S9WJlyw8bBdd,0.0,6.0,0.119,-5.06,0.0,0.0378,98.013,4.0,https://api.spotify.com/v1/tracks/6bc8VmlNt5S9WJlyw8bBdd,Moon Talk,audio_features,spotify:track:6bc8VmlNt5S9WJlyw8bBdd,0.485,
0,0.0929,https://api.spotify.com/v1/audio-analysis/6A4rkZSlipGqy3aUD5TwVB,Bobby Freeman,0.48,99933.0,0.927,6A4rkZSlipGqy3aUD5TwVB,5.86e-05,0.0,0.34,-10.277,1.0,0.152,179.744,4.0,https://api.spotify.com/v1/tracks/6A4rkZSlipGqy3aUD5TwVB,Betty Lou Got A New Pair Of Shoes,audio_features,spotify:track:6A4rkZSlipGqy3aUD5TwVB,0.857,
0,,,Marty Robbins,,,,,,,,,,,,,,She Was Only Seventeen (He Was One Year More),,,,
0,0.707,https://api.spotify.com/v1/audio-analysis/08d6i2CSvCRIba9TqhLxjE,Billy Vaughn And His Orchestra,0.614,104280.0,0.419,08d6i2CSvCRIba9TqhLxjE,0.0,8.0,0.118,-7.341,1.0,0.167,106.064,4.0,https://api.spotify.com/v1/tracks/08d6i2CSvCRIba9TqhLxjE,La Paloma,audio_features,spotify:track:08d6i2CSvCRIba9TqhLxjE,0.353,
0,0.038,https://api.spotify.com/v1/audio-analysis/2lmPUdIdzlFH64PWJrw6Zb,Tommy Edwards,0.384,159040.0,0.276,2lmPUdIdzlFH64PWJrw6Zb,0.0,3.0,0.309,-13.527,1.0,0.0295,105.181,3.0,https://api.spotify.com/v1/tracks/2lmPUdIdzlFH64PWJrw6Zb,It's All In The Game,audio_features,spotify:track:2lmPUdIdzlFH64PWJrw6Zb,0.654,
0,0.139,https://api.spotify.com/v1/audio-analysis/09IOPhEh1OMe0HD9b36FJk,Bobby Day,0.569,246987.0,0.777,09IOPhEh1OMe0HD9b36FJk,0.0,4.0,0.132,-4.041,0.0,0.0834,164.027,4.0,https://api.spotify.com/v1/tracks/09IOPhEh1OMe0HD9b36FJk,Over And Over,audio_features,spotify:track:09IOPhEh1OMe0HD9b36FJk,0.181,
0,0.815,https://api.spotify.com/v1/audio-analysis/1ACAXMTcplGnegRUxSsuTy,Bobby Hendricks,0.586,149533.0,0.597,1ACAXMTcplGnegRUxSsuTy,0.0,2.0,0.0965,-9.372,1.0,0.0628,148.918,4.0,https://api.spotify.com/v1/tracks/1ACAXMTcplGnegRUxSsuTy,Itchy Twitchy Feeling,audio_features,spotify:track:1ACAXMTcplGnegRUxSsuTy,0.968,
0,0.982,https://api.spotify.com/v1/audio-analysis/1pZn8AX1WulW8IO338hE5D,Don Gibson,0.639,207827.0,0.269,1pZn8AX1WulW8IO338hE5D,0.12,8.0,0.141,-11.435,1.0,0.0698,124.866,4.0,https://api.spotify.com/v1/tracks/1pZn8AX1WulW8IO338hE5D,Blue Blue Day,audio_features,spotify:track:1pZn8AX1WulW8IO338hE5D,0.539,
0,0.133,https://api.spotify.com/v1/audio-analysis/5wthTiKPlzFNY93AoVcwsc,The Four Preps,0.374,135027.0,0.201,5wthTiKPlzFNY93AoVcwsc,0.0,7.0,0.13,-16.257,1.0,0.0309,65.643,4.0,https://api.spotify.com/v1/tracks/5wthTiKPlzFNY93AoVcwsc,Lazy Summer Night,audio_features,spotify:track:5wthTiKPlzFNY93AoVcwsc,0.36,
0,0.766,https://api.spotify.com/v1/audio-analysis/7jwPDFG5HxM5G1Q5Mmw855,Sam Cooke,0.688,167773.0,0.668,7jwPDFG5HxM5G1Q5Mmw855,1.22e-06,7.0,0.137,-8.955,1.0,0.0317,134.042,4.0,https://api.spotify.com/v1/tracks/7jwPDFG5HxM5G1Q5Mmw855,Win Your Love For Me,audio_features,spotify:track:7jwPDFG5HxM5G1Q5Mmw855,0.893,
0,0.664,https://api.spotify.com/v1/audio-analysis/4HiOvJ1lASRijDaaqtZQ9N,Jerry Butler and The Impressions,0.372,165627.0,0.311,4HiOvJ1lASRijDaaqtZQ9N,1.15e-06,1.0,0.19,-8.124,1.0,0.0263,90.686,4.0,https://api.spotify.com/v1/tracks/4HiOvJ1lASRijDaaqtZQ9N,For Your Precious Love,audio_features,spotify:track:4HiOvJ1lASRijDaaqtZQ9N,0.186,
0,0.641,https://api.spotify.com/v1/audio-analysis/2Hyis7pyTBDyR3zq4GNZCu,Bobby Freeman,0.384,162867.0,0.393,2Hyis7pyTBDyR3zq4GNZCu,1.69e-06,7.0,0.0869,-7.959,0.0,0.0349,167.241,4.0,https://api.spotify.com/v1/tracks/2Hyis7pyTBDyR3zq4GNZCu,Do You Want To Dance,audio_features,spotify:track:2Hyis7pyTBDyR3zq4GNZCu,0.446,
0,0.676,https://api.spotify.com/v1/audio-analysis/12M1rcwzHrQi5iBD40ELbp,The Four Lads,0.559,185333.0,0.428,12M1rcwzHrQi5iBD40ELbp,0.247,9.0,0.0947,-13.703,0.0,0.0301,128.708,3.0,https://api.spotify.com/v1/tracks/12M1rcwzHrQi5iBD40ELbp,Enchanted Island,audio_features,spotify:track:12M1rcwzHrQi5iBD40ELbp,0.333,
0,0.113,https://api.spotify.com/v1/audio-analysis/3sdrOYIsRyuIBtzzLxueMd,Jerry Wallace,0.564,425371.0,0.35,3sdrOYIsRyuIBtzzLxueMd,0.478,2.0,0.0599,-14.002,0.0,0.0321,138.095,4.0,https://api.spotify.com/v1/tracks/3sdrOYIsRyuIBtzzLxueMd,How The Time Flies,audio_features,spotify:track:3sdrOYIsRyuIBtzzLxueMd,0.0619,
0,0.785,https://api.spotify.com/v1/audio-analysis/79RbKvFKd14X8UbKsaWxGK,Chuck Willis,0.702,155867.0,0.293,79RbKvFKd14X8UbKsaWxGK,0.0,9.0,0.109,-11.508,1.0,0.0307,105.284,3.0,https://api.spotify.com/v1/tracks/79RbKvFKd14X8UbKsaWxGK,What Am I Living For,audio_features,spotify:track:79RbKvFKd14X8UbKsaWxGK,0.684,
0,0.0192,https://api.spotify.com/v1/audio-analysis/6LbbHFEajG9e4m0G3L47c4,Jimmie Rodgers,0.543,180943.0,0.715,6LbbHFEajG9e4m0G3L47c4,0.0,2.0,0.256,-8.89,1.0,0.0356,124.011,4.0,https://api.spotify.com/v1/tracks/6LbbHFEajG9e4m0G3L47c4,The Wizard,audio_features,spotify:track:6LbbHFEajG9e4m0G3L47c4,0.468,
0,0.642,https://api.spotify.com/v1/audio-analysis/39s2Xqc9Dr0WKXdLUyDLCn,Jimmy Bowen with the Rhythm Orchids,0.585,124920.0,0.618,39s2Xqc9Dr0WKXdLUyDLCn,0.0,5.0,0.103,-5.161,1.0,0.0377,176.381,4.0,https://api.spotify.com/v1/tracks/39s2Xqc9Dr0WKXdLUyDLCn,By The Light Of The Silvery Moon,audio_features,spotify:track:39s2Xqc9Dr0WKXdLUyDLCn,0.935,
0,0.647,https://api.spotify.com/v1/audio-analysis/3EfhpWqqgjbzxWevqJmi5j,The Diamonds,0.334,135067.0,0.34,3EfhpWqqgjbzxWevqJmi5j,0.759,10.0,0.17,-11.181,1.0,0.0308,94.689,3.0,https://api.spotify.com/v1/tracks/3EfhpWqqgjbzxWevqJmi5j,Kathy-O,audio_features,spotify:track:3EfhpWqqgjbzxWevqJmi5j,0.509,
0,0.138,https://api.spotify.com/v1/audio-analysis/6g4vHtdGqD5eEgpf7nKISk,Elvis Presley With The Jordanaires,0.691,177360.0,0.726,6g4vHtdGqD5eEgpf7nKISk,0.0,5.0,0.11,-7.353,1.0,0.0543,98.418,4.0,https://api.spotify.com/v1/tracks/6g4vHtdGqD5eEgpf7nKISk,Don't Ask Me Why,audio_features,spotify:track:6g4vHtdGqD5eEgpf7nKISk,0.868,
0,0.896,https://api.spotify.com/v1/audio-analysis/3ty6IIfuP0fXZ1XZDqQXmf,Johnny Cash And The Tennessee Two,0.565,110675.0,0.505,3ty6IIfuP0fXZ1XZDqQXmf,0.000871,10.0,0.206,-8.708,1.0,0.0505,148.943,4.0,https://api.spotify.com/v1/tracks/3ty6IIfuP0fXZ1XZDqQXmf,Guess Things Happen That Way,audio_features,spotify:track:3ty6IIfuP0fXZ1XZDqQXmf,0.878,
0,0.823,https://api.spotify.com/v1/audio-analysis/76AbCflWiJBgByIqFl396O,Nat King Cole,0.548,168827.0,0.256,76AbCflWiJBgByIqFl396O,1.4e-05,3.0,0.101,-14.527,1.0,0.0374,100.806,4.0,https://api.spotify.com/v1/tracks/76AbCflWiJBgByIqFl396O,Come Closer To Me (Acercate Mas),audio_features,spotify:track:76AbCflWiJBgByIqFl396O,0.548,
0,0.994,https://api.spotify.com/v1/audio-analysis/4tHqQMWSqmL6YjXwsqthDI,Chuck Berry,0.418,85267.0,0.106,4tHqQMWSqmL6YjXwsqthDI,0.0292,8.0,0.179,-22.507,0.0,0.0448,46.718,4.0,https://api.spotify.com/v1/tracks/4tHqQMWSqmL6YjXwsqthDI,Carol,audio_features,spotify:track:4tHqQMWSqmL6YjXwsqthDI,0.8,
0,0.249,https://api.spotify.com/v1/audio-analysis/1ynmMEK1fkyiZ6Z6F3ThEt,Tony And Joe,0.653,216533.0,0.677,1ynmMEK1fkyiZ6Z6F3ThEt,0.0,0.0,0.403,-12.244,1.0,0.0396,114.37,4.0,https://api.spotify.com/v1/tracks/1ynmMEK1fkyiZ6Z6F3ThEt,The Freeze,audio_features,spotify:track:1ynmMEK1fkyiZ6Z6F3ThEt,0.888,
0,0.845,https://api.spotify.com/v1/audio-analysis/1bJvxhwl4Q67WUZ7DL4uw7,Les Paul And Mary Ford,0.616,115400.0,0.912,1bJvxhwl4Q67WUZ7DL4uw7,0.0812,9.0,0.0869,-5.962,0.0,0.319,164.45,4.0,https://api.spotify.com/v1/tracks/1bJvxhwl4Q67WUZ7DL4uw7,Put A Ring On My Finger,audio_features,spotify:track:1bJvxhwl4Q67WUZ7DL4uw7,0.81,
0,0.849,https://api.spotify.com/v1/audio-analysis/71keN33KR0rS5jwKi4JNLE,Dean Martin,0.347,227624.0,0.177,71keN33KR0rS5jwKi4JNLE,0.00231,0.0,0.113,-15.365,1.0,0.0326,196.501,3.0,https://api.spotify.com/v1/tracks/71keN33KR0rS5jwKi4JNLE,Angel Baby,audio_features,spotify:track:71keN33KR0rS5jwKi4JNLE,0.444,
0,0.135,https://api.spotify.com/v1/audio-analysis/6XNANAB7sFvkfho6bMCp7o,The Jamies,0.569,270960.0,0.86,6XNANAB7sFvkfho6bMCp7o,0.0,9.0,0.153,-4.116,1.0,0.043,90.937,4.0,https://api.spotify.com/v1/tracks/6XNANAB7sFvkfho6bMCp7o,"Summertime, Summertime",audio_features,spotify:track:6XNANAB7sFvkfho6bMCp7o,0.289,
0,0.838,https://api.spotify.com/v1/audio-analysis/5roLsOuQDdWzdDYonQZNrn,Johnny Cash And The Tennessee Two,0.477,96907.0,0.254,5roLsOuQDdWzdDYonQZNrn,0.0,0.0,0.112,-11.146,1.0,0.144,166.997,4.0,https://api.spotify.com/v1/tracks/5roLsOuQDdWzdDYonQZNrn,The Ways Of A Woman In Love,audio_features,spotify:track:5roLsOuQDdWzdDYonQZNrn,0.693,
0,0.578,https://api.spotify.com/v1/audio-analysis/1kKLjAhCZXIJBaVBbtEkkT,Toni Arden,0.391,221093.0,0.559,1kKLjAhCZXIJBaVBbtEkkT,0.0,3.0,0.138,-6.371,1.0,0.197,178.482,3.0,https://api.spotify.com/v1/tracks/1kKLjAhCZXIJBaVBbtEkkT,Padre,audio_features,spotify:track:1kKLjAhCZXIJBaVBbtEkkT,0.719,
0,0.903,https://api.spotify.com/v1/audio-analysis/0bjq9Q0ao7M6wuUZ8SoEgB,Pat Boone,0.134,303048.0,0.196,0bjq9Q0ao7M6wuUZ8SoEgB,0.025,0.0,0.0861,-13.862,1.0,0.0375,77.017,3.0,https://api.spotify.com/v1/tracks/0bjq9Q0ao7M6wuUZ8SoEgB,That's How Much I Love You,audio_features,spotify:track:0bjq9Q0ao7M6wuUZ8SoEgB,0.263,
0,0.18,https://api.spotify.com/v1/audio-analysis/1MTT89DX8ZoN92fXJHxRqF,George Hamilton IV,0.657,291387.0,0.585,1MTT89DX8ZoN92fXJHxRqF,0.116,11.0,0.0494,-6.966,0.0,0.0341,97.013,4.0,https://api.spotify.com/v1/tracks/1MTT89DX8ZoN92fXJHxRqF,When Will I Know,audio_features,spotify:track:1MTT89DX8ZoN92fXJHxRqF,0.624,
0,0.583,https://api.spotify.com/v1/audio-analysis/1DSuPv8VUlJDjDwqHwMtzZ,Eydie Gorme,0.814,157760.0,0.271,1DSuPv8VUlJDjDwqHwMtzZ,0.0,8.0,0.132,-11.97,1.0,0.0408,118.923,4.0,https://api.spotify.com/v1/tracks/1DSuPv8VUlJDjDwqHwMtzZ,Gotta Have Rain,audio_features,spotify:track:1DSuPv8VUlJDjDwqHwMtzZ,0.731,
0,0.509,https://api.spotify.com/v1/audio-analysis/43u2nrHfKmxQZwkQ3LAMG6,Boots Brown And His Blockbusters,0.727,179250.0,0.482,43u2nrHfKmxQZwkQ3LAMG6,0.688,7.0,0.193,-8.282,0.0,0.0673,80.004,4.0,https://api.spotify.com/v1/tracks/43u2nrHfKmxQZwkQ3LAMG6,Cerveza,audio_features,spotify:track:43u2nrHfKmxQZwkQ3LAMG6,0.542,
