,acousticness,analysis_url,artist,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,track_name,type,uri,valence,0
0,0.00138,https://api.spotify.com/v1/audio-analysis/3HEJpfNiNs7wsUxpMh9n0X,The Suicide Machines,0.464,95853.0,0.999,3HEJpfNiNs7wsUxpMh9n0X,0.0,2.0,0.285,-2.242,1.0,0.156,115.807,4.0,https://api.spotify.com/v1/tracks/3HEJpfNiNs7wsUxpMh9n0X,Burning In The Aftermath,audio_features,spotify:track:3HEJpfNiNs7wsUxpMh9n0X,0.148,
0,0.607,https://api.spotify.com/v1/audio-analysis/0dBDAUnJn1IvPohFbZUniX,Roberto Torres,0.763,226667.0,0.496,0dBDAUnJn1IvPohFbZUniX,0.0,0.0,0.102,-11.214,1.0,0.0421,117.551,4.0,https://api.spotify.com/v1/tracks/0dBDAUnJn1IvPohFbZUniX,Sabor Guajiro,audio_features,spotify:track:0dBDAUnJn1IvPohFbZUniX,0.962,
0,0.00354,https://api.spotify.com/v1/audio-analysis/3b6A9CRGEIFU4NzSZt4rQY,Loudon Wainwright III,0.443,231947.0,0.701,3b6A9CRGEIFU4NzSZt4rQY,0.00123,9.0,0.0297,-8.464,1.0,0.0576,93.465,4.0,https://api.spotify.com/v1/tracks/3b6A9CRGEIFU4NzSZt4rQY,Human Cannonball,audio_features,spotify:track:3b6A9CRGEIFU4NzSZt4rQY,0.485,
0,0.857,https://api.spotify.com/v1/audio-analysis/7aoSSFsRPPQzrtSyJQCjHw,R.L. Burnside,0.253,246107.0,0.28,7aoSSFsRPPQzrtSyJQCjHw,0.0,11.0,0.977,-12.091,1.0,0.0422,94.314,4.0,https://api.spotify.com/v1/tracks/7aoSSFsRPPQzrtSyJQCjHw,Glory Be,audio_features,spotify:track:7aoSSFsRPPQzrtSyJQCjHw,0.367,
0,0.459,https://api.spotify.com/v1/audio-analysis/5HjBpej4uHPAX8sMeUFJms,Stevie Ray Vaughan,0.323,270511.0,0.558,5HjBpej4uHPAX8sMeUFJms,2.81e-06,5.0,0.676,-5.292,0.0,0.337,73.552,4.0,https://api.spotify.com/v1/tracks/5HjBpej4uHPAX8sMeUFJms,Crossfire,audio_features,spotify:track:5HjBpej4uHPAX8sMeUFJms,0.199,
0,0.955,https://api.spotify.com/v1/audio-analysis/0Q4qVBG7jAF3Ar4sheUidp,John Hammond,0.667,162213.0,0.4,0Q4qVBG7jAF3Ar4sheUidp,0.0178,2.0,0.0866,-9.003,1.0,0.0462,104.879,4.0,https://api.spotify.com/v1/tracks/0Q4qVBG7jAF3Ar4sheUidp,I Can't Be Satisfied,audio_features,spotify:track:0Q4qVBG7jAF3Ar4sheUidp,0.593,
0,0.00189,https://api.spotify.com/v1/audio-analysis/2bGhSMe3u2qwSgETq0Kab3,Casiotone For The Painfully Alone,0.816,175733.0,0.42,2bGhSMe3u2qwSgETq0Kab3,0.686,0.0,0.059,-10.829,1.0,0.109,141.953,4.0,https://api.spotify.com/v1/tracks/2bGhSMe3u2qwSgETq0Kab3,Nashville Parthenon,audio_features,spotify:track:2bGhSMe3u2qwSgETq0Kab3,0.852,
0,0.0205,https://api.spotify.com/v1/audio-analysis/5qqX3y9HHCDJOeSWe2Vkzy,Ec8or,0.46,217227.0,0.847,5qqX3y9HHCDJOeSWe2Vkzy,0.105,6.0,0.385,-9.548,1.0,0.153,95.444,4.0,https://api.spotify.com/v1/tracks/5qqX3y9HHCDJOeSWe2Vkzy,Cocain Ducks,audio_features,spotify:track:5qqX3y9HHCDJOeSWe2Vkzy,0.174,
0,0.0435,https://api.spotify.com/v1/audio-analysis/1kMuU3TNQvHbqvXCWBodmP,The New York Dolls,0.376,271947.0,0.841,1kMuU3TNQvHbqvXCWBodmP,0.0,3.0,0.578,-4.348,0.0,0.356,76.052,4.0,https://api.spotify.com/v1/tracks/1kMuU3TNQvHbqvXCWBodmP,Human Being,audio_features,spotify:track:1kMuU3TNQvHbqvXCWBodmP,0.463,
0,0.813,https://api.spotify.com/v1/audio-analysis/4NeQdvqUrSv7iSTci5ZZRI,Eliane Elias,0.65,169369.0,0.33,4NeQdvqUrSv7iSTci5ZZRI,6.07e-06,2.0,0.0985,-8.025,1.0,0.0671,82.339,4.0,https://api.spotify.com/v1/tracks/4NeQdvqUrSv7iSTci5ZZRI,The More I See You,audio_features,spotify:track:4NeQdvqUrSv7iSTci5ZZRI,0.402,
0,0.0119,https://api.spotify.com/v1/audio-analysis/343iM3EtxR7VG6ike05upP,Lost Boyz,0.686,269760.0,0.547,343iM3EtxR7VG6ike05upP,0.0,7.0,0.0442,-11.19,1.0,0.193,90.263,4.0,https://api.spotify.com/v1/tracks/343iM3EtxR7VG6ike05upP,Certain Things We Do,audio_features,spotify:track:343iM3EtxR7VG6ike05upP,0.737,
0,0.147,https://api.spotify.com/v1/audio-analysis/733YynSVXl2Cta7y1diaPI,The Germs,0.605,127112.0,0.712,733YynSVXl2Cta7y1diaPI,0.0,5.0,0.107,-4.344,0.0,0.0337,144.94,4.0,https://api.spotify.com/v1/tracks/733YynSVXl2Cta7y1diaPI,Forming,audio_features,spotify:track:733YynSVXl2Cta7y1diaPI,0.427,
0,0.869,https://api.spotify.com/v1/audio-analysis/0IDoJJD5rea4Em9JZA8Wh2,Yamandu Costa,0.444,383190.0,0.412,0IDoJJD5rea4Em9JZA8Wh2,0.809,0.0,0.133,-10.095,1.0,0.04,90.147,4.0,https://api.spotify.com/v1/tracks/0IDoJJD5rea4Em9JZA8Wh2,MafuA!,audio_features,spotify:track:0IDoJJD5rea4Em9JZA8Wh2,0.35,
0,0.328,https://api.spotify.com/v1/audio-analysis/3Z3QhZAZpqwZa1phsbQ3JZ,Chris Rea,0.497,240213.0,0.661,3Z3QhZAZpqwZa1phsbQ3JZ,0.000317,9.0,0.211,-9.047,1.0,0.0361,180.225,4.0,https://api.spotify.com/v1/tracks/3Z3QhZAZpqwZa1phsbQ3JZ,Driving Home For Christmas,audio_features,spotify:track:3Z3QhZAZpqwZa1phsbQ3JZ,0.894,
0,0.724,https://api.spotify.com/v1/audio-analysis/1uiq5J0ev5HsHSYL2HPwZ0,Perrey And Kingsley,0.833,125000.0,0.874,1uiq5J0ev5HsHSYL2HPwZ0,0.0327,8.0,0.211,-10.585,1.0,0.322,102.294,4.0,https://api.spotify.com/v1/tracks/1uiq5J0ev5HsHSYL2HPwZ0,Spooks In Space,audio_features,spotify:track:1uiq5J0ev5HsHSYL2HPwZ0,0.205,
0,0.249,https://api.spotify.com/v1/audio-analysis/6QQvbuTj01JpaESjxm5kMY,Francis Dunnery,0.575,246067.0,0.825,6QQvbuTj01JpaESjxm5kMY,0.0,10.0,0.317,-5.622,1.0,0.0634,129.82,4.0,https://api.spotify.com/v1/tracks/6QQvbuTj01JpaESjxm5kMY,Too Much Saturn,audio_features,spotify:track:6QQvbuTj01JpaESjxm5kMY,0.908,
0,0.702,https://api.spotify.com/v1/audio-analysis/4dqEzdFAYkj1rjYLVDuTlN,Suzanne Ciani,0.595,249293.0,0.473,4dqEzdFAYkj1rjYLVDuTlN,0.0,8.0,0.0725,-9.828,1.0,0.0347,204.016,4.0,https://api.spotify.com/v1/tracks/4dqEzdFAYkj1rjYLVDuTlN,Stream,audio_features,spotify:track:4dqEzdFAYkj1rjYLVDuTlN,0.716,
0,0.0107,https://api.spotify.com/v1/audio-analysis/19CFaRVxBHz6VnR9IGdtGt,Vickie Winans,0.488,426933.0,0.585,19CFaRVxBHz6VnR9IGdtGt,0.0,8.0,0.15,-7.544,1.0,0.04,73.012,4.0,https://api.spotify.com/v1/tracks/19CFaRVxBHz6VnR9IGdtGt,Make Me Over,audio_features,spotify:track:19CFaRVxBHz6VnR9IGdtGt,0.185,
0,0.739,https://api.spotify.com/v1/audio-analysis/7fqLT8sGDJt72F93L6stAQ,The Berzerker,0.213,520387.0,0.286,7fqLT8sGDJt72F93L6stAQ,0.0725,11.0,0.881,-14.624,0.0,0.0321,79.946,4.0,https://api.spotify.com/v1/tracks/7fqLT8sGDJt72F93L6stAQ,Deform (live),audio_features,spotify:track:7fqLT8sGDJt72F93L6stAQ,0.111,
0,0.0592,https://api.spotify.com/v1/audio-analysis/3L2vZkWxlGn9Ix3ahwozGF,Kings Of Leon,0.645,187933.0,0.704,3L2vZkWxlGn9Ix3ahwozGF,0.0,0.0,0.17,-5.437,1.0,0.0309,116.818,4.0,https://api.spotify.com/v1/tracks/3L2vZkWxlGn9Ix3ahwozGF,Wicker Chair,audio_features,spotify:track:3L2vZkWxlGn9Ix3ahwozGF,0.475,
0,0.0624,https://api.spotify.com/v1/audio-analysis/6omT9DqJGIxNCov39vah4k,Edith Lefel,0.66,277347.0,0.949,6omT9DqJGIxNCov39vah4k,0.0943,0.0,0.213,-4.741,1.0,0.0458,102.005,4.0,https://api.spotify.com/v1/tracks/6omT9DqJGIxNCov39vah4k,An ti chans',audio_features,spotify:track:6omT9DqJGIxNCov39vah4k,0.911,
0,0.000123,https://api.spotify.com/v1/audio-analysis/0HvjwIVLZA23YsAfuQB1pm,Taras,0.606,200264.0,0.887,0HvjwIVLZA23YsAfuQB1pm,0.000908,3.0,0.352,-6.512,0.0,0.0291,127.996,4.0,https://api.spotify.com/v1/tracks/0HvjwIVLZA23YsAfuQB1pm,I Will Love Again (JJ's Club Radio),audio_features,spotify:track:0HvjwIVLZA23YsAfuQB1pm,0.757,
0,0.0011,https://api.spotify.com/v1/audio-analysis/46mov5j25a6BXrxNQKUwiA,NOFX,0.299,144467.0,0.97,46mov5j25a6BXrxNQKUwiA,0.00752,9.0,0.0994,-7.494,1.0,0.0799,153.528,4.0,https://api.spotify.com/v1/tracks/46mov5j25a6BXrxNQKUwiA,Stickin In My Eye,audio_features,spotify:track:46mov5j25a6BXrxNQKUwiA,0.232,
0,0.238,https://api.spotify.com/v1/audio-analysis/2xytk3fU67OAdSOHJ2pO81,Murskahumppa,0.674,194809.0,0.86,2xytk3fU67OAdSOHJ2pO81,0.0,0.0,0.332,-7.063,0.0,0.0397,137.976,4.0,https://api.spotify.com/v1/tracks/2xytk3fU67OAdSOHJ2pO81,Ota kiinni,audio_features,spotify:track:2xytk3fU67OAdSOHJ2pO81,0.919,
0,0.989,https://api.spotify.com/v1/audio-analysis/3cK8TtbyX4DDR9qGx4Fdy0,Bruce Rowland,0.467,76533.0,0.00653,3cK8TtbyX4DDR9qGx4Fdy0,0.985,11.0,0.0881,-38.718,0.0,0.0658,138.216,4.0,https://api.spotify.com/v1/tracks/3cK8TtbyX4DDR9qGx4Fdy0,Rosemary Recalls,audio_features,spotify:track:3cK8TtbyX4DDR9qGx4Fdy0,0.193,
0,0.00503,https://api.spotify.com/v1/audio-analysis/5ngJLwHD19E993QJSuEN3V,Xcultures,0.671,273533.0,0.802,5ngJLwHD19E993QJSuEN3V,0.0946,1.0,0.0879,-6.947,1.0,0.0378,124.975,4.0,https://api.spotify.com/v1/tracks/5ngJLwHD19E993QJSuEN3V,Sudanese Dance,audio_features,spotify:track:5ngJLwHD19E993QJSuEN3V,0.827,
